chlorophyll,sst,ssh,salinity,month,location,fish_name
3.0,28.24,0.64,34.67,4,Gujarat,Mackerel
2.08,24.14,0.64,29.91,5,Chennai,Catfish
4.74,25.36,0.23,31.26,11,Mumbai,Anchovy
4.49,13.68,0.33,33.91,5,Mumbai,Herring
2.84,27.02,0.28,35.98,2,Kochi,Ribbonfish
2.94,28.76,0.37,36.46,11,Goa,Kingfish
2.34,26.4,0.25,34.55,4,Chennai,Snapper
3.37,28.7,0.22,35.19,12,Chennai,Mackerel
1.86,23.47,0.46,36.0,5,Chennai,Shark
4.03,23.93,0.35,28.63,1,Visakhapatnam,Catfish
3.78,24.73,0.22,32.92,8,Mumbai,Croakers
2.22,27.14,0.24,34.5,8,Mangalore,Mackerel
2.57,28.56,0.55,31.92,9,Visakhapatnam,Bombay Duck
1.63,31.38,0.3,35.81,9,Mangalore,Tuna
2.77,29.14,0.34,36.41,12,Kochi,Seer Fish
2.29,30.74,0.59,34.03,2,Gujarat,Ribbonfish
2.87,23.74,0.63,31.18,5,Gujarat,Catfish
2.67,23.38,0.21,29.51,2,Kochi,Tilapia
4.89,23.54,0.67,32.04,10,Mumbai,Anchovy
4.66,25.69,0.63,29.46,11,Mumbai,Hilsa
3.28,26.24,0.34,28.89,1,Kochi,Tilapia
2.03,26.14,0.57,36.88,2,Mangalore,Barracuda
2.03,17.35,0.22,32.93,11,Goa,Salmon
4.96,25.29,0.26,31.62,2,Mangalore,Sardine
3.99,10.69,0.25,30.56,9,Visakhapatnam,Herring
0.88,11.73,0.58,31.23,11,Chennai,Cod
3.75,23.29,0.52,30.75,2,Kochi,Anchovy
2.16,29.2,0.4,36.47,4,Mumbai,Seer Fish
4.58,24.32,0.46,32.84,8,Goa,Sardine
2.15,25.97,0.59,33.37,7,Goa,Pomfret
1.29,26.33,0.43,36.13,12,Mangalore,Barracuda
2.83,27.14,0.67,35.58,4,Goa,Grouper
4.07,25.3,0.62,32.19,9,Kochi,Sardine
1.83,9.73,0.55,34.38,8,Mumbai,Cod
1.92,30.93,0.65,36.74,9,Goa,Kingfish
3.5,29.96,0.45,35.04,5,Gujarat,Mackerel
4.1,25.73,0.54,28.53,10,Chennai,Tilapia
3.43,26.95,0.28,33.97,9,Mangalore,Bombay Duck
2.71,25.6,0.41,35.36,9,Visakhapatnam,Grouper
1.11,27.77,0.26,36.26,11,Chennai,Barracuda
2.98,27.64,0.29,35.82,9,Mumbai,Mackerel
4.16,26.32,0.3,31.27,9,Chennai,Hilsa
4.42,24.7,0.41,33.89,3,Goa,Sardine
1.87,24.29,0.4,36.91,12,Chennai,Shark
1.14,27.16,0.33,36.82,6,Mumbai,Barracuda
3.35,24.81,0.22,32.67,1,Mangalore,Hilsa
2.73,30.84,0.46,36.45,12,Kochi,Seer Fish
1.71,27.43,0.5,35.66,6,Mumbai,Ribbonfish
2.02,27.25,0.46,33.43,9,Chennai,Grouper
2.54,12.41,0.24,31.59,3,Chennai,Herring
2.56,27.15,0.41,36.2,8,Goa,Kingfish
1.72,15.64,0.28,33.99,6,Chennai,Salmon
2.51,24.47,0.29,35.94,6,Chennai,Grouper
2.24,25.56,0.52,33.38,7,Gujarat,Pomfret
3.7,26.98,0.22,30.38,4,Visakhapatnam,Anchovy
1.06,25.86,0.34,35.94,6,Goa,Shark
1.38,11.51,0.46,32.92,6,Gujarat,Cod
3.03,26.54,0.53,31.3,7,Kochi,Hilsa
3.92,23.92,0.34,27.36,3,Mangalore,Tilapia
3.8,12.01,0.22,31.75,12,Kochi,Herring
1.74,26.71,0.27,35.13,5,Mangalore,Snapper
2.82,26.07,0.51,32.99,6,Kochi,Pomfret
1.86,27.77,0.67,36.88,11,Gujarat,Seer Fish
4.13,10.97,0.21,33.2,6,Mangalore,Herring
2.5,26.63,0.52,32.41,1,Kochi,Pomfret
0.84,14.75,0.4,31.75,12,Gujarat,Cod
2.69,30.99,0.35,35.17,7,Gujarat,Kingfish
2.08,25.22,0.61,35.73,7,Chennai,Grouper
2.89,27.49,0.54,35.01,6,Goa,Grouper
1.91,29.02,0.35,36.93,6,Gujarat,Seer Fish
2.17,27.19,0.4,35.78,6,Visakhapatnam,Seer Fish
3.45,25.74,0.33,32.19,4,Visakhapatnam,Hilsa
2.64,16.1,0.36,31.18,4,Goa,Salmon
3.02,23.49,0.61,28.86,10,Visakhapatnam,Catfish
3.7,26.81,0.24,32.7,7,Gujarat,Hilsa
1.57,25.47,0.62,35.68,3,Chennai,Grouper
4.81,26.86,0.52,29.58,10,Mangalore,Hilsa
2.44,29.78,0.35,33.9,12,Mangalore,Snapper
4.21,23.27,0.45,30.59,10,Mumbai,Anchovy
2.06,26.16,0.55,35.64,6,Mumbai,Snapper
2.66,26.65,0.29,34.67,6,Goa,Croakers
1.89,27.61,0.22,33.61,8,Kochi,Snapper
1.87,30.37,0.5,34.3,9,Mangalore,Ribbonfish
4.3,14.43,0.25,32.46,5,Chennai,Herring
2.55,29.62,0.63,35.31,9,Chennai,Seer Fish
3.2,28.11,0.56,34.97,9,Goa,Mackerel
4.24,25.21,0.33,29.52,3,Mumbai,Hilsa
2.05,28.44,0.55,35.96,8,Chennai,Mackerel
2.89,27.97,0.21,32.25,9,Visakhapatnam,Pomfret
1.28,13.05,0.36,30.9,5,Gujarat,Salmon
2.34,27.44,0.22,32.23,11,Chennai,Pomfret
4.88,28.65,0.65,30.22,6,Chennai,Hilsa
2.1,26.48,0.44,36.02,9,Chennai,Barracuda
1.82,29.43,0.55,34.02,3,Chennai,Seer Fish
2.88,29.7,0.61,34.62,3,Visakhapatnam,Ribbonfish
3.92,27.1,0.67,28.84,10,Goa,Tilapia
2.49,29.0,0.64,36.94,10,Goa,Barracuda
2.4,29.48,0.49,36.4,6,Chennai,Kingfish
1.93,29.09,0.5,36.2,10,Mumbai,Kingfish
3.0,28.84,0.53,33.23,1,Chennai,Snapper
3.29,25.58,0.54,32.95,4,Mangalore,Sardine
0.93,8.4,0.22,31.39,10,Goa,Cod
2.4,29.65,0.36,33.44,5,Mumbai,Snapper
1.74,28.48,0.58,36.25,1,Gujarat,Tuna
4.63,25.1,0.29,30.76,6,Mumbai,Anchovy
1.89,30.63,0.43,36.53,6,Mumbai,Tuna
2.55,29.36,0.26,36.61,5,Mumbai,Seer Fish
1.89,30.93,0.48,36.83,4,Visakhapatnam,Seer Fish
2.7,30.32,0.3,34.79,4,Visakhapatnam,Ribbonfish
2.12,28.43,0.3,36.62,6,Mumbai,Kingfish
1.73,27.47,0.35,36.81,2,Visakhapatnam,Barracuda
3.2,25.45,0.32,27.7,7,Kochi,Tilapia
3.23,28.87,0.31,30.69,8,Visakhapatnam,Bombay Duck
3.39,14.16,0.41,33.96,9,Chennai,Herring
1.99,27.26,0.47,34.6,9,Visakhapatnam,Kingfish
1.95,26.18,0.61,34.68,10,Mangalore,Grouper
2.53,17.93,0.49,33.19,3,Visakhapatnam,Salmon
1.22,14.7,0.41,32.13,9,Kochi,Cod
1.9,21.5,0.66,36.31,5,Kochi,Shark
3.89,26.69,0.37,32.85,10,Mangalore,Sardine
2.31,27.94,0.43,35.95,7,Mumbai,Mackerel
1.89,28.51,0.28,35.41,1,Goa,Kingfish
1.21,30.85,0.54,35.0,3,Goa,Barracuda
2.49,24.43,0.45,34.13,9,Mumbai,Croakers
3.31,17.96,0.42,32.42,1,Chennai,Herring
2.74,25.46,0.62,27.6,6,Visakhapatnam,Tilapia
4.85,25.63,0.39,31.15,5,Kochi,Sardine
2.91,28.05,0.58,31.39,5,Visakhapatnam,Bombay Duck
3.82,27.08,0.44,31.09,11,Mumbai,Hilsa
3.47,26.51,0.4,29.53,2,Chennai,Hilsa
5.08,25.7,0.23,32.56,12,Goa,Anchovy
1.79,15.08,0.26,30.97,5,Mumbai,Salmon
1.17,8.32,0.65,32.22,3,Goa,Cod
2.81,29.19,0.22,33.26,4,Gujarat,Snapper
2.1,27.44,0.25,34.81,10,Gujarat,Mackerel
2.51,27.43,0.56,34.9,11,Chennai,Seer Fish
3.61,27.77,0.34,33.63,4,Kochi,Croakers
3.47,12.39,0.53,31.42,11,Goa,Herring
3.41,27.15,0.7,33.01,1,Mumbai,Bombay Duck
3.12,14.74,0.53,33.43,7,Kochi,Herring
2.48,28.31,0.23,32.63,3,Gujarat,Pomfret
2.48,26.3,0.35,36.0,5,Mumbai,Snapper
3.86,26.07,0.45,32.41,2,Chennai,Sardine
2.18,31.7,0.7,35.82,8,Visakhapatnam,Tuna
2.45,24.04,0.54,32.71,5,Chennai,Croakers
2.72,16.03,0.49,32.63,9,Mangalore,Herring
2.59,25.61,0.32,31.04,2,Mangalore,Croakers
5.32,25.95,0.24,31.95,9,Visakhapatnam,Anchovy
1.38,14.23,0.63,34.73,6,Chennai,Cod
4.12,25.36,0.39,31.89,1,Mangalore,Sardine
2.25,24.71,0.24,32.23,7,Visakhapatnam,Croakers
1.93,30.34,0.6,35.44,10,Visakhapatnam,Tuna
3.11,24.53,0.58,33.18,12,Kochi,Grouper
4.64,23.86,0.5,32.88,5,Goa,Anchovy
3.61,15.9,0.2,32.83,12,Gujarat,Herring
0.82,21.86,0.55,36.89,11,Visakhapatnam,Shark
1.78,28.19,0.36,36.14,6,Mumbai,Barracuda
5.04,23.59,0.58,30.85,2,Kochi,Anchovy
3.5,23.6,0.58,31.99,4,Goa,Catfish
3.02,24.87,0.57,29.04,6,Mangalore,Catfish
3.74,27.81,0.69,29.95,1,Gujarat,Hilsa
2.13,28.07,0.4,36.34,5,Goa,Seer Fish
2.15,25.81,0.39,32.82,5,Mumbai,Pomfret
3.19,26.28,0.35,29.43,7,Visakhapatnam,Tilapia
2.8,24.93,0.67,34.55,1,Visakhapatnam,Croakers
2.57,15.47,0.58,31.92,12,Mumbai,Salmon
2.1,31.23,0.61,35.23,7,Mangalore,Kingfish
4.2,25.11,0.62,31.85,4,Chennai,Sardine
2.85,25.69,0.62,34.09,1,Goa,Grouper
3.53,16.37,0.35,33.68,10,Kochi,Herring
1.7,21.74,0.67,36.49,3,Goa,Shark
2.08,29.21,0.58,35.57,11,Mumbai,Mackerel
2.71,27.3,0.61,30.34,12,Mumbai,Bombay Duck
2.7,26.58,0.37,33.25,8,Mangalore,Grouper
1.24,21.7,0.4,35.39,11,Kochi,Shark
2.0,27.52,0.68,35.7,6,Chennai,Barracuda
4.54,26.71,0.23,31.71,5,Goa,Anchovy
3.55,25.29,0.2,32.65,6,Mumbai,Hilsa
0.89,22.6,0.36,35.33,10,Mumbai,Shark
4.61,27.59,0.44,33.64,5,Mangalore,Sardine
1.96,8.15,0.64,32.97,8,Chennai,Cod
1.77,25.73,0.4,33.95,6,Mangalore,Snapper
4.31,25.45,0.58,29.03,11,Chennai,Hilsa
1.37,14.89,0.31,33.72,1,Goa,Cod
2.85,26.4,0.62,31.39,5,Mangalore,Croakers
3.92,27.82,0.36,31.36,6,Mumbai,Sardine
1.91,28.18,0.41,35.98,2,Mumbai,Seer Fish
4.21,23.08,0.51,31.33,9,Gujarat,Anchovy
3.88,15.73,0.25,30.92,8,Goa,Herring
4.79,24.87,0.63,31.92,11,Mumbai,Sardine
2.91,10.43,0.5,31.81,11,Visakhapatnam,Herring
2.3,26.8,0.5,34.72,4,Mumbai,Snapper
2.42,28.3,0.2,35.72,4,Chennai,Seer Fish
2.23,27.81,0.55,33.84,11,Gujarat,Pomfret
2.25,28.83,0.59,35.43,11,Chennai,Snapper
1.64,16.63,0.64,31.94,3,Gujarat,Salmon
3.04,24.82,0.31,32.51,5,Goa,Sardine
1.95,26.8,0.53,35.69,2,Mumbai,Barracuda
2.03,28.04,0.61,33.8,5,Kochi,Mackerel
0.88,10.2,0.44,32.83,1,Goa,Cod
2.59,27.46,0.62,33.33,5,Visakhapatnam,Croakers
2.96,26.92,0.22,31.93,8,Visakhapatnam,Bombay Duck
3.51,25.12,0.23,33.17,8,Gujarat,Sardine
2.81,29.25,0.31,34.78,4,Kochi,Mackerel
2.01,29.3,0.69,33.78,5,Visakhapatnam,Snapper
3.39,26.67,0.39,31.43,7,Mangalore,Bombay Duck
2.07,28.59,0.36,33.82,12,Visakhapatnam,Snapper
1.99,30.88,0.7,34.85,11,Kochi,Seer Fish
2.97,28.65,0.2,36.04,10,Visakhapatnam,Kingfish
1.56,31.92,0.29,36.2,2,Chennai,Tuna
1.97,29.41,0.46,35.74,9,Visakhapatnam,Tuna
2.98,26.52,0.25,33.41,8,Mangalore,Mackerel
2.83,13.66,0.66,30.63,12,Gujarat,Herring
2.23,29.19,0.32,33.56,3,Kochi,Snapper
2.92,27.7,0.27,35.62,5,Mangalore,Ribbonfish
2.7,29.02,0.36,35.55,7,Visakhapatnam,Ribbonfish
4.16,27.95,0.44,32.03,3,Mumbai,Sardine
3.78,26.33,0.25,32.0,8,Goa,Croakers
1.9,14.96,0.26,32.92,2,Kochi,Cod
2.6,30.14,0.41,35.35,12,Kochi,Kingfish
1.88,26.48,0.65,33.26,2,Mumbai,Grouper
2.39,28.01,0.28,33.71,4,Visakhapatnam,Snapper
3.42,27.65,0.29,30.14,11,Kochi,Bombay Duck
2.33,29.51,0.59,36.64,9,Visakhapatnam,Tuna
2.62,27.9,0.44,30.22,8,Chennai,Bombay Duck
1.56,28.35,0.63,36.16,7,Chennai,Tuna
2.85,11.82,0.59,32.11,1,Chennai,Herring
3.89,25.57,0.41,32.52,8,Chennai,Sardine
4.45,24.05,0.66,33.31,6,Goa,Sardine
1.9,28.31,0.63,32.98,10,Goa,Pomfret
2.77,31.45,0.32,35.66,10,Chennai,Kingfish
3.92,25.39,0.38,33.36,5,Goa,Sardine
2.56,30.06,0.32,34.01,8,Visakhapatnam,Seer Fish
1.53,23.75,0.38,35.54,6,Mumbai,Shark
2.71,25.09,0.51,31.08,2,Mangalore,Croakers
2.61,26.71,0.42,34.84,5,Mangalore,Mackerel
2.08,27.57,0.68,33.94,1,Chennai,Snapper
1.94,29.15,0.23,34.66,5,Gujarat,Seer Fish
1.94,21.27,0.44,36.5,4,Gujarat,Shark
2.66,30.08,0.44,34.33,1,Kochi,Ribbonfish
2.99,26.57,0.31,35.11,12,Gujarat,Mackerel
3.23,27.11,0.64,35.28,5,Goa,Mackerel
1.72,28.18,0.4,34.22,3,Mumbai,Barracuda
3.07,26.05,0.43,31.64,4,Goa,Bombay Duck
2.03,29.53,0.35,33.91,1,Mangalore,Snapper
2.35,26.55,0.27,34.19,3,Kochi,Croakers
2.2,29.19,0.57,35.0,2,Gujarat,Snapper
4.97,24.43,0.57,32.88,10,Gujarat,Sardine
2.66,29.74,0.31,35.52,10,Visakhapatnam,Kingfish
2.36,29.36,0.55,35.23,4,Kochi,Mackerel
2.53,22.5,0.39,30.48,8,Visakhapatnam,Tilapia
0.91,25.97,0.66,35.98,3,Visakhapatnam,Shark
3.31,17.8,0.68,33.88,5,Chennai,Herring
4.06,28.61,0.26,30.74,8,Mangalore,Hilsa
3.58,26.9,0.26,32.06,9,Visakhapatnam,Bombay Duck
3.25,26.54,0.25,34.83,8,Chennai,Croakers
1.39,29.27,0.38,35.67,11,Gujarat,Barracuda
2.85,28.28,0.6,34.95,1,Chennai,Kingfish
2.35,26.95,0.46,34.79,9,Mangalore,Barracuda
2.47,28.62,0.53,35.3,3,Gujarat,Barracuda
2.72,27.6,0.64,33.43,3,Mumbai,Pomfret
2.1,30.33,0.34,35.3,10,Mumbai,Kingfish
3.96,24.46,0.53,29.77,3,Kochi,Catfish
1.08,24.44,0.3,36.08,4,Gujarat,Shark
1.83,28.2,0.63,34.39,12,Kochi,Kingfish
2.04,24.55,0.44,34.33,6,Chennai,Grouper
2.99,24.63,0.54,28.99,5,Mumbai,Tilapia
1.53,25.6,0.36,34.15,1,Mangalore,Grouper
2.77,17.05,0.21,32.53,3,Kochi,Herring
2.68,25.11,0.67,35.31,3,Goa,Grouper
1.41,16.67,0.62,32.59,5,Gujarat,Salmon
1.98,29.29,0.43,35.72,5,Mangalore,Ribbonfish
4.27,25.32,0.49,27.78,8,Goa,Tilapia
5.45,23.65,0.6,32.43,5,Visakhapatnam,Anchovy
1.64,12.16,0.59,31.93,3,Mangalore,Salmon
3.89,23.92,0.64,32.56,8,Gujarat,Anchovy
4.0,25.54,0.45,31.37,6,Kochi,Hilsa
3.63,26.9,0.27,30.54,5,Mumbai,Anchovy
3.19,29.98,0.29,34.6,8,Goa,Mackerel
3.4,26.75,0.46,32.46,4,Gujarat,Bombay Duck
1.53,28.48,0.47,35.63,10,Visakhapatnam,Grouper
2.71,28.06,0.23,34.95,6,Kochi,Kingfish
1.63,30.09,0.34,36.21,2,Kochi,Tuna
3.0,29.19,0.37,35.17,4,Mumbai,Mackerel
2.65,27.45,0.46,35.19,8,Goa,Kingfish
2.62,27.91,0.32,34.58,9,Goa,Pomfret
3.55,26.75,0.41,32.79,11,Visakhapatnam,Bombay Duck
1.9,13.09,0.23,31.44,8,Chennai,Cod
2.97,27.75,0.26,34.63,11,Mumbai,Kingfish
2.15,29.26,0.56,35.71,2,Mangalore,Tuna
2.89,27.87,0.56,35.67,2,Kochi,Kingfish
2.97,28.13,0.56,35.6,5,Chennai,Ribbonfish
2.16,26.78,0.34,35.49,9,Visakhapatnam,Mackerel
4.07,26.47,0.6,32.91,6,Goa,Hilsa
3.96,22.96,0.42,28.55,12,Gujarat,Catfish
2.71,16.38,0.45,30.88,7,Kochi,Herring
2.57,30.42,0.47,34.82,2,Chennai,Ribbonfish
2.49,30.32,0.29,35.59,8,Goa,Tuna
1.23,8.62,0.23,33.16,9,Chennai,Cod
2.78,29.84,0.51,35.14,2,Kochi,Seer Fish
2.15,29.94,0.2,34.75,10,Gujarat,Mackerel
1.86,31.66,0.44,35.29,9,Goa,Tuna
2.53,26.23,0.32,35.2,9,Mumbai,Snapper
2.1,28.9,0.54,35.46,9,Goa,Kingfish
2.31,29.57,0.6,34.79,5,Visakhapatnam,Seer Fish
1.0,20.23,0.6,35.74,5,Kochi,Shark
1.88,17.89,0.27,33.15,1,Kochi,Salmon
4.16,26.42,0.62,31.04,3,Mangalore,Catfish
4.15,10.45,0.32,32.1,4,Gujarat,Herring
1.83,16.97,0.64,32.25,5,Goa,Salmon
3.75,24.69,0.31,32.06,6,Mangalore,Anchovy
2.61,27.03,0.39,30.66,6,Visakhapatnam,Bombay Duck
2.65,27.17,0.54,34.33,3,Mumbai,Mackerel
2.77,27.71,0.31,33.08,2,Gujarat,Croakers
2.53,29.34,0.36,35.32,11,Mumbai,Kingfish
2.1,27.23,0.41,33.17,11,Mangalore,Pomfret
1.56,28.69,0.28,36.76,5,Chennai,Tuna
3.93,25.42,0.39,31.12,3,Chennai,Sardine
3.99,23.4,0.6,31.29,10,Kochi,Anchovy
1.38,28.38,0.35,36.03,11,Mumbai,Barracuda
1.65,27.21,0.36,34.99,12,Visakhapatnam,Ribbonfish
2.07,26.63,0.37,35.46,10,Chennai,Grouper
1.57,22.3,0.51,36.04,11,Mangalore,Shark
4.44,24.55,0.38,32.66,2,Mumbai,Sardine
4.44,23.16,0.6,30.72,12,Visakhapatnam,Anchovy
2.56,27.31,0.41,34.04,7,Mangalore,Snapper
2.14,30.06,0.66,34.38,6,Chennai,Barracuda
2.59,26.23,0.37,27.61,3,Mumbai,Tilapia
2.69,25.7,0.25,32.79,10,Goa,Pomfret
2.6,30.32,0.5,36.2,8,Kochi,Seer Fish
1.09,8.15,0.62,32.91,7,Visakhapatnam,Cod
3.07,13.54,0.6,33.06,10,Mumbai,Herring
3.19,25.6,0.29,32.06,4,Gujarat,Hilsa
3.3,27.49,0.63,33.97,1,Mumbai,Mackerel
1.79,20.57,0.6,36.57,5,Kochi,Shark
2.17,29.6,0.57,35.97,12,Mumbai,Tuna
2.49,26.86,0.62,31.58,12,Mangalore,Croakers
4.26,24.73,0.34,31.02,1,Chennai,Anchovy
2.85,26.26,0.51,33.89,8,Mumbai,Mackerel
2.72,26.85,0.26,35.13,11,Chennai,Grouper
2.67,12.47,0.33,33.97,4,Visakhapatnam,Salmon
2.96,26.0,0.32,32.22,8,Goa,Pomfret
2.54,26.35,0.35,31.53,3,Gujarat,Bombay Duck
2.36,27.89,0.43,35.14,8,Goa,Mackerel
3.56,26.33,0.57,32.62,3,Gujarat,Anchovy
2.07,27.71,0.3,35.09,9,Goa,Mackerel
1.63,29.31,0.61,34.54,12,Gujarat,Barracuda
2.65,27.31,0.23,31.8,2,Gujarat,Croakers
3.14,28.6,0.39,33.01,8,Chennai,Bombay Duck
2.71,28.1,0.22,33.13,1,Gujarat,Grouper
2.21,29.18,0.7,35.03,10,Mangalore,Snapper
2.86,10.47,0.28,33.33,2,Gujarat,Herring
1.93,31.6,0.41,36.18,9,Kochi,Tuna
1.91,8.51,0.62,31.36,2,Goa,Cod
2.73,28.75,0.28,35.85,8,Mumbai,Seer Fish
4.11,26.3,0.52,31.75,6,Goa,Bombay Duck
1.69,25.88,0.35,34.75,3,Goa,Snapper
4.26,25.74,0.4,29.4,5,Kochi,Hilsa
3.98,27.01,0.41,33.69,10,Gujarat,Bombay Duck
2.62,15.58,0.57,31.87,1,Gujarat,Salmon
3.11,27.32,0.46,29.93,5,Gujarat,Hilsa
1.87,12.45,0.34,31.67,12,Mumbai,Cod
2.69,29.06,0.69,34.13,7,Chennai,Kingfish
3.69,27.0,0.48,30.6,6,Goa,Catfish
2.98,24.69,0.35,34.4,7,Mangalore,Grouper
1.89,29.79,0.54,34.51,7,Visakhapatnam,Kingfish
4.33,23.86,0.34,32.92,4,Chennai,Anchovy
3.53,12.62,0.26,30.28,8,Gujarat,Herring
3.71,22.9,0.35,29.84,6,Gujarat,Tilapia
2.92,27.88,0.46,32.94,9,Visakhapatnam,Bombay Duck
2.65,17.23,0.27,33.44,6,Goa,Herring
1.29,30.61,0.42,36.19,12,Kochi,Barracuda
2.72,30.85,0.44,35.65,1,Visakhapatnam,Seer Fish
2.87,25.62,0.66,33.54,7,Kochi,Snapper
1.53,22.65,0.33,36.8,12,Gujarat,Shark
2.39,24.73,0.29,33.88,12,Goa,Croakers
4.73,27.93,0.36,31.55,12,Mangalore,Hilsa
2.78,25.13,0.51,34.27,6,Chennai,Snapper
3.1,24.16,0.36,29.45,6,Visakhapatnam,Catfish
4.17,27.06,0.31,30.17,5,Visakhapatnam,Tilapia
3.41,15.02,0.6,32.52,12,Gujarat,Herring
2.71,30.13,0.29,34.93,6,Gujarat,Seer Fish
2.42,28.67,0.3,35.23,12,Visakhapatnam,Mackerel
2.28,26.42,0.32,35.55,6,Visakhapatnam,Mackerel
3.88,24.15,0.43,29.5,4,Visakhapatnam,Tilapia
1.66,29.62,0.4,36.04,3,Gujarat,Barracuda
3.0,26.64,0.59,34.75,11,Visakhapatnam,Grouper
3.39,14.8,0.41,30.72,2,Mangalore,Herring
1.89,14.12,0.66,31.51,7,Mumbai,Salmon
2.28,27.44,0.63,34.58,2,Mangalore,Ribbonfish
2.54,22.81,0.6,30.06,6,Gujarat,Tilapia
3.88,27.94,0.55,32.39,4,Visakhapatnam,Bombay Duck
2.13,12.34,0.25,32.78,6,Mumbai,Salmon
1.91,27.46,0.38,35.19,10,Goa,Grouper
2.51,27.62,0.34,36.31,12,Mangalore,Seer Fish
4.14,28.65,0.58,31.48,5,Kochi,Hilsa
1.02,21.32,0.55,35.46,9,Chennai,Shark
4.61,24.06,0.3,31.63,12,Chennai,Anchovy
4.28,25.58,0.68,33.12,12,Kochi,Sardine
3.67,25.38,0.32,32.7,5,Mangalore,Hilsa
2.68,27.54,0.6,32.9,12,Goa,Pomfret
1.63,9.55,0.26,31.38,10,Mangalore,Cod
2.4,25.08,0.69,32.64,4,Visakhapatnam,Pomfret
1.76,26.6,0.26,34.06,5,Gujarat,Snapper
2.13,30.67,0.62,34.78,6,Visakhapatnam,Kingfish
4.65,23.76,0.33,30.41,1,Goa,Anchovy
3.61,22.84,0.57,30.37,12,Mumbai,Tilapia
2.7,29.08,0.6,35.43,3,Kochi,Snapper
1.12,20.4,0.45,35.19,12,Mangalore,Shark
1.97,29.33,0.68,34.88,10,Goa,Kingfish
2.74,27.8,0.61,35.95,11,Gujarat,Seer Fish
5.19,25.0,0.42,31.14,5,Visakhapatnam,Anchovy
2.44,31.81,0.35,36.57,1,Goa,Tuna
2.99,25.11,0.62,34.49,10,Gujarat,Grouper
3.78,27.95,0.64,30.44,11,Gujarat,Bombay Duck
5.41,25.32,0.23,31.08,8,Mumbai,Anchovy
3.27,29.68,0.31,33.31,10,Chennai,Mackerel
1.9,28.48,0.61,36.82,12,Visakhapatnam,Tuna
1.61,12.65,0.56,32.0,4,Mumbai,Salmon
2.88,10.67,0.21,32.64,6,Mangalore,Herring
2.41,13.89,0.26,32.19,9,Gujarat,Salmon
2.03,28.53,0.59,35.47,8,Mangalore,Seer Fish
1.44,26.84,0.65,35.49,10,Chennai,Barracuda
2.24,30.09,0.42,35.2,8,Goa,Tuna
2.25,23.56,0.4,28.76,6,Gujarat,Catfish
3.22,28.91,0.64,30.2,11,Visakhapatnam,Bombay Duck
3.97,26.63,0.24,33.86,1,Gujarat,Bombay Duck
2.46,26.31,0.36,33.14,7,Goa,Mackerel
3.06,26.27,0.56,32.48,1,Gujarat,Sardine
2.25,28.88,0.39,34.26,5,Chennai,Pomfret
2.17,28.81,0.33,35.92,2,Goa,Tuna
4.68,28.2,0.5,31.45,11,Visakhapatnam,Hilsa
3.08,27.96,0.62,33.29,5,Chennai,Croakers
1.8,21.68,0.63,36.55,4,Mangalore,Shark
2.85,30.82,0.64,34.92,1,Visakhapatnam,Ribbonfish
3.08,28.01,0.43,34.04,9,Chennai,Grouper
1.81,27.97,0.32,35.83,12,Chennai,Ribbonfish
2.39,27.45,0.51,35.49,9,Kochi,Kingfish
2.54,27.74,0.27,35.76,1,Mangalore,Snapper
2.52,25.47,0.54,33.36,10,Goa,Pomfret
1.24,22.84,0.31,35.63,4,Visakhapatnam,Shark
2.24,26.31,0.27,33.51,6,Mumbai,Grouper
4.12,26.11,0.44,32.84,8,Visakhapatnam,Bombay Duck
2.23,27.3,0.36,33.99,10,Visakhapatnam,Croakers
2.28,27.73,0.4,34.43,2,Gujarat,Seer Fish
3.33,27.12,0.24,32.6,1,Kochi,Bombay Duck
1.29,13.0,0.6,31.86,5,Goa,Cod
4.38,23.09,0.29,31.19,2,Kochi,Anchovy
1.75,30.9,0.49,35.94,1,Mangalore,Tuna
3.74,23.68,0.32,27.3,3,Chennai,Tilapia
2.27,31.13,0.47,34.04,2,Kochi,Kingfish
1.53,20.67,0.49,35.77,8,Mumbai,Shark
1.6,12.29,0.66,34.86,3,Mumbai,Cod
1.27,14.58,0.38,32.69,11,Visakhapatnam,Salmon
2.7,27.28,0.56,35.78,10,Visakhapatnam,Kingfish
1.91,26.61,0.26,34.38,4,Kochi,Barracuda
3.31,16.65,0.62,33.45,3,Chennai,Herring
2.62,28.8,0.2,32.79,2,Goa,Bombay Duck
1.41,13.74,0.4,32.4,2,Chennai,Cod
3.83,25.48,0.58,31.95,1,Mumbai,Anchovy
2.55,26.72,0.25,33.63,11,Goa,Croakers
4.02,22.42,0.5,29.45,4,Visakhapatnam,Catfish
1.44,14.23,0.56,33.65,1,Kochi,Salmon
2.74,15.24,0.65,32.59,4,Kochi,Salmon
2.48,29.61,0.44,35.64,5,Visakhapatnam,Kingfish
3.14,26.66,0.57,33.44,12,Mumbai,Grouper
3.63,27.58,0.45,31.3,9,Kochi,Hilsa
2.65,29.32,0.22,33.74,6,Gujarat,Mackerel
2.04,29.99,0.4,35.99,1,Kochi,Barracuda
1.22,11.52,0.38,32.91,10,Chennai,Cod
1.48,26.58,0.57,36.37,7,Mumbai,Barracuda
2.59,27.91,0.41,34.68,12,Visakhapatnam,Ribbonfish
1.07,23.47,0.34,35.77,3,Chennai,Shark
